,link,gender,height,weight,firstAppearance,firstAppearanceDate,yearFirstAppeared,heightInInches,weightInPounds,name,universe
38,http://dc.wikia.com/wiki/Klarion_Bleak_(Prime_Earth),Male,"5' 11""",113 lbs (51 kg),"Klarion  #1(December, 2014)","December, 2014",2014,71,113,Klarion Bleak,Prime Earth
39,http://dc.wikia.com/wiki/Valerie_Beaudry_(New_Earth),Female,"5' 10""",113 lbs (51 kg),"Wonder Woman Vol 2  #15(April, 1988)","April, 1988",1988,70,113,Valerie Beaudry,New Earth
40,http://dc.wikia.com/wiki/Kalathar_(Impact),Male,"15' 2""",1139 lbs (517 kg),"Crusaders  #1(May, 1992)","May, 1992",1992,62,113,Kalathar,Impact
41,http://dc.wikia.com/wiki/Alicia_Turner_(Wildstorm_Universe),Female,"5' 8""",114 lbs (52 kg),"WildC.A.T.s  #2(September, 1992)","September, 1992",1992,68,114,Alicia Turner,Wildstorm Universe
42,http://dc.wikia.com/wiki/Arani_Desai_(New_Earth),Female,"5' 4""",114 lbs (52 kg),"Showcase  #94(September, 1977)","September, 1977",1977,64,114,Arani Desai,New Earth
43,http://dc.wikia.com/wiki/Loretta_York_(New_Earth),Female,"5' 7""",114 lbs (52 kg),"Superboy Vol 2  #34(October, 1982)","October, 1982",1982,67,114,Loretta York,New Earth
44,http://dc.wikia.com/wiki/R%27amey_Holl_(Green_Lantern_Movie),Female,"4' 6""",114 lbs (52 kg),"Green Lantern(June 17, 2011)","June 17, 2011",2011,54,114,R%27amey Holl,Green Lantern Movie
45,http://dc.wikia.com/wiki/R%27amey_Holl_(New_Earth),Female,"6' 1""",114 lbs (52 kg),"Green Lantern Corps Vol 2  #7(February, 2007)","February, 2007",2007,73,114,R%27amey Holl,New Earth
46,http://dc.wikia.com/wiki/Shiera_Sanders_(New_Earth),Female,"5' 4""",114 lbs (52 kg),"Flash Comics  #1(January, 1940)","January, 1940",1940,64,114,Shiera Sanders,New Earth
47,http://dc.wikia.com/wiki/A%27Hwiirdh-Paan%27A_(New_Earth),Female,"5' 6""",115 lbs (52 kg),"Green Lantern Vol 2  #141(June, 1981)","June, 1981",1981,66,115,A%27Hwiirdh-Paan%27A,New Earth
48,http://dc.wikia.com/wiki/Catherine_Cobert_(New_Earth),Female,"5' 10""",115 lbs (52 kg),"Justice League International  #8(December, 1987)","December, 1987",1987,70,115,Catherine Cobert,New Earth
49,http://dc.wikia.com/wiki/Cindy_Burman_(New_Earth),Female,"5' 7""",115 lbs (52 kg),"Stars and S.T.R.I.P.E.  #1(August, 1999)","August, 1999",1999,67,115,Cindy Burman,New Earth
50,http://dc.wikia.com/wiki/Harleen_Quinzel_(Prime_Earth),Female,"5' 7""",115 lbs (52 kg),"Suicide Squad Vol 4  #1(November, 2011)","November, 2011",2011,67,115,Harleen Quinzel,Prime Earth
51,http://dc.wikia.com/wiki/Holly_Robinson_(New_Earth),Female,"5' 3""",115 lbs (52 kg),"Batman  #404(February, 1987)","February, 1987",1987,63,115,Holly Robinson,New Earth
52,http://dc.wikia.com/wiki/Jennifer_Novak_(Impact),Female,"5' 6""",115 lbs (52 kg),"Fly Vol 2  #1(August, 1991)","August, 1991",1991,66,115,Jennifer Novak,Impact
53,http://dc.wikia.com/wiki/Jervis_Tetch_(Arkhamverse),Male,"4' 11""",115 lbs (52 kg),"Batman: Arkham Asylum(August 25, 2009)","August 25, 2009",2009,59,115,Jervis Tetch,Arkhamverse
54,http://dc.wikia.com/wiki/Kathryn_George_(New_Earth),Female,"5' 7""",115 lbs (52 kg),"Shade the Changing Man Vol 2  #1(July, 1990)","July, 1990",1990,67,115,Kathryn George,New Earth
55,http://dc.wikia.com/wiki/Maria_Mendoza_(Just_Imagine),Female,"5' 8""",115 lbs (52 kg),"Just Imagine: Wonder Woman  #1(January, 2002)","January, 2002",2002,68,115,Maria Mendoza,Just Imagine
56,http://dc.wikia.com/wiki/Maurice_Rochford_(Impact),Male,"3' 5""",115 lbs (52 kg),"Fly Vol 2  #6(January, 1992)","January, 1992",1992,41,115,Maurice Rochford,Impact
57,http://dc.wikia.com/wiki/Maya_Royko_(Wildstorm_Universe),Female,"5' 6""",115 lbs (52 kg),"StormWatch  #0(August, 1993)","August, 1993",1993,66,115,Maya Royko,Wildstorm Universe
58,http://dc.wikia.com/wiki/Nyola_(Earth-Two),Female,"5' 4""",115 lbs (52 kg),"All-Star Comics  #2(September, 1940)","September, 1940",1940,64,115,Nyola,Earth-Two
59,http://dc.wikia.com/wiki/Pamela_Isley_(Arkhamverse),Female,"5' 8""",115 lbs (52 kg),"Batman: Arkham Asylum(August 25, 2009)","August 25, 2009",2009,68,115,Pamela Isley,Arkhamverse
60,http://dc.wikia.com/wiki/Pamela_Isley_(Prime_Earth),Female,"5' 8""",115 lbs (52 kg),"Birds of Prey Vol 3  #1(November, 2011)","November, 2011",2011,68,115,Pamela Isley,Prime Earth
61,http://dc.wikia.com/wiki/Sandra_Wu-San_(Prime_Earth),Female,"5' 8""",115 lbs (52 kg),"Nightwing Vol 3  #0(November, 2012)","November, 2012",2012,68,115,Sandra Wu-San,Prime Earth
62,http://dc.wikia.com/wiki/Selina_Kyle_(DCAU),Female,"5' 5"" [1]",115 lbs (52 kg) [1],"""The Cat and the Claw, Part I""(September, 1992)","September, 1992",1992,65,115,Selina Kyle,DCAU
63,http://dc.wikia.com/wiki/Shauna_Belzer_(Prime_Earth),Female,"5' 11""",115 lbs (52 kg),"Batgirl Vol 4  #20(July, 2013)","July, 2013",2013,71,115,Shauna Belzer,Prime Earth
64,http://dc.wikia.com/wiki/Susan_Linden_II_(New_Earth),Female,"5' 6""",115 lbs (52 kg),"Black Orchid  #2(January, 1989)","January, 1989",1989,66,115,Susan Linden II,New Earth
65,http://dc.wikia.com/wiki/Terri_Eckhart_(New_Earth),Female,"5' 3""",115 lbs (52 kg),"Justice League Quarterly  #1(December, 1990)","December, 1990",1990,63,115,Terri Eckhart,New Earth
66,http://dc.wikia.com/wiki/Theresa_Zimmer_(New_Earth),Female,"5' 7""",115 lbs (52 kg),"New Teen Titans Vol 2  #26(December, 1986)","December, 1986",1986,67,115,Theresa Zimmer,New Earth
67,http://dc.wikia.com/wiki/Victoria_Vale_(Prime_Earth),Female,"5' 8""",115 lbs (52 kg),"Batman Vol 2  #1(November, 2011)","November, 2011",2011,68,115,Victoria Vale,Prime Earth
68,http://dc.wikia.com/wiki/Ystina_(New_Earth),Female,"5' 2""",115 lbs (52 kg),"Seven Soldiers: Shining Knight  #1(May, 2005)","May, 2005",2005,62,115,Ystina,New Earth
69,http://dc.wikia.com/wiki/Rose_Wilson_(New_Earth),Female,"5' 4""",116 lbs (53 kg),"Deathstroke the Terminator  #15(October, 1992)","October, 1992",1992,64,116,Rose Wilson,New Earth
70,http://dc.wikia.com/wiki/Lisa_Snart_(New_Earth),Female,"5' 5""",117 lbs (53 kg),"The Flash  #250(June, 1977)","June, 1977",1977,65,117,Lisa Snart,New Earth
71,http://dc.wikia.com/wiki/Lisa_Snart_(Prime_Earth),Female,"5' 5""",117 lbs (53 kg),"Flash Vol 4  #6(April, 2012)","April, 2012",2012,65,117,Lisa Snart,Prime Earth
72,http://dc.wikia.com/wiki/Meredith_Creamer_(New_Earth),Female,"5' 3""",117 lbs (53 kg),"Star-Spangled Comics  #81(June, 1948)","June, 1948",1948,63,117,Meredith Creamer,New Earth
73,http://dc.wikia.com/wiki/Zinda_Blake_(New_Earth),Female,"5' 7""",117 lbs (53 kg),"Blackhawk  #133(February, 1959)","February, 1959",1959,67,117,Zinda Blake,New Earth
74,http://dc.wikia.com/wiki/Elizabeth_Chapel_(New_Earth),Female,"5' 8""",118 lbs (54 kg),"Infinity Inc.  #19(October, 1985)","October, 1985",1985,68,118,Elizabeth Chapel,New Earth
75,http://dc.wikia.com/wiki/Harleen_Quinzel_(DC_Extended_Universe),Female,"5' 5""",118 lbs (54 kg),"Suicide Squad(August 5, 2016)","August 5, 2016",2016,65,118,Harleen Quinzel,DC Extended Universe
76,http://dc.wikia.com/wiki/Matrix_(Pocket_Universe),Female,"5' 8""",118 lbs (54 kg),"Superman Vol 2  #16(April, 1988)","April, 1988",1988,68,118,Matrix,Pocket Universe
77,http://dc.wikia.com/wiki/Mysa_Nal_(Pre-Zero_Hour),Female,"5' 8""",118 lbs (54 kg),"Adventure Comics  #350(November, 1966)","November, 1966",1966,68,118,Mysa Nal,Pre-Zero Hour
78,http://dc.wikia.com/wiki/Shakira_(New_Earth),Female,"5' 7""",118 lbs (54 kg),"Warlord  #32(April, 1980)","April, 1980",1980,67,118,Shakira,New Earth
79,http://dc.wikia.com/wiki/Anissa_Pierce_(New_Earth),Female,"5' 7""",119 lbs (54 kg),"Outsiders Vol 3  #1(August, 2003)","August, 2003",2003,67,119,Anissa Pierce,New Earth
80,http://dc.wikia.com/wiki/Doctor_Poison_II_(New_Earth),Female,"5' 4""",119 lbs (54 kg),"Wonder Woman Vol 2  #151(December, 1999)","December, 1999",1999,64,119,Doctor Poison II,New Earth
81,http://dc.wikia.com/wiki/Flora_Black_(New_Earth),Female,"5' 7""",119 lbs (54 kg),"Black Orchid  #1(December, 1988)","December, 1988",1988,67,119,Flora Black,New Earth
82,http://dc.wikia.com/wiki/Geraldine_Powers_(Prime_Earth),Female,"5' 5""",119 lbs (54 kg),"Divergence  #1(June, 2015)","June, 2015",2015,65,119,Geraldine Powers,Prime Earth
83,http://dc.wikia.com/wiki/Joan_Jordan_(Just_Imagine),Female,"5' 9""",119 lbs (54 kg),"Just Imagine: Catwoman  #1(July, 2002)","July, 2002",2002,69,119,Joan Jordan,Just Imagine
84,http://dc.wikia.com/wiki/Priscilla_Rich_(New_Earth),Female,"5' 4""",119 lbs (54 kg),"Wonder Woman: Our Worlds at War  #1(September, 2001)","September, 2001",2001,64,119,Priscilla Rich,New Earth
85,http://dc.wikia.com/wiki/Tula_(New_Earth),Female,"5' 5"" [citation needed]",119 lbs (54 kg) [citation needed],"Aquaman  #33(May, 1967)","May, 1967",1967,65,119,Tula,New Earth
86,http://dc.wikia.com/wiki/Tula_(Prime_Earth),Female,"5' 5"" [1]",119 lbs (54 kg) [1],"Justice League Vol 2  #16(March, 2013)","March, 2013",2013,65,119,Tula,Prime Earth
87,http://dc.wikia.com/wiki/Ali_Fargham_(Wildstorm_Universe),Male,"4' 6""",120 lbs (54 kg),"WildC.A.T.s  #1(August, 1992)","August, 1992",1992,54,120,Ali Fargham,Wildstorm Universe
88,http://dc.wikia.com/wiki/Aruna_Shende_(New_Earth),Female,"5' 6""",120 lbs (54 kg),"Batgirl Annual  #1(August, 2000)","August, 2000",2000,66,120,Aruna Shende,New Earth
89,http://dc.wikia.com/wiki/Ayla_Ranzz_(Earth-Prime),Female,"5' 5""",120 lbs (54 kg),"Teen Titans/Legion Special  #1(November, 2004)","November, 2004",2004,65,120,Ayla Ranzz,Earth-Prime
90,http://dc.wikia.com/wiki/Ayla_Ranzz_(Post-Zero_Hour),Female,"5' 5""",120 lbs (54 kg),"Legion of Super-Heroes Vol 4  #0(October, 1994)","October, 1994",1994,65,120,Ayla Ranzz,Post-Zero Hour
91,http://dc.wikia.com/wiki/Barbara_Ann_Minerva_(New_Earth),Female,"5' 9""",120 lbs (54 kg),"Wonder Woman Vol 2  #7(August, 1987)","August, 1987",1987,69,120,Barbara Ann Minerva,New Earth
92,http://dc.wikia.com/wiki/Casey_Brinke_(Prime_Earth),Female,"5' 5""",120 lbs (54 kg),DC's Young Animal Ashcan Edition(2016),2016,2016,65,120,Casey Brinke,Prime Earth
93,http://dc.wikia.com/wiki/Celeste_McCauley_(Pre-Zero_Hour),Female,"5' 7""",120 lbs (54 kg),"Legion of Super-Heroes Vol 4  #6(April, 1990)","April, 1990",1990,67,120,Celeste McCauley,Pre-Zero Hour
94,http://dc.wikia.com/wiki/Chay-Ara_Hol_(DCAU),Female,"5' 6""",120 lbs (54 kg),"""Shadow of the Hawk""(September, 2005)","September, 2005",2005,66,120,Chay-Ara Hol,DCAU
95,http://dc.wikia.com/wiki/Dawn_Granger_(New_Earth),Female,"5' 9""",120 lbs (54 kg),"Hawk and Dove Vol 2  #1(October, 1988)","October, 1988",1988,69,120,Dawn Granger,New Earth
96,http://dc.wikia.com/wiki/Dawnstar_(Pre-Zero_Hour),Female,"5' 6""",120 lbs (54 kg),"Superboy and the Legion of Super-Heroes  #226(April, 1977)","April, 1977",1977,66,120,Dawnstar,Pre-Zero Hour
97,http://dc.wikia.com/wiki/Duela_Dent_(Earth-3),Female,"5' 8""",120 lbs (54 kg),"Batman Family  #6(August, 1976)","August, 1976",1976,68,120,Duela Dent,Earth-3
98,http://dc.wikia.com/wiki/Duela_Dent_(Prime_Earth),Female,"5' 4""",120 lbs (54 kg),"Catwoman Vol 4  #23(October, 2013)","October, 2013",2013,64,120,Duela Dent,Prime Earth
99,http://dc.wikia.com/wiki/Elaine_Marsh-Morton_(New_Earth),Female,"5' 6"" [1]",120 lbs (54 kg) [1],"Nightwing Vol 2  #4(January, 1997)","January, 1997",1997,66,120,Elaine Marsh-Morton,New Earth
100,http://dc.wikia.com/wiki/Elaine_Marsh-Morton_(Prime_Earth),Female,"5' 6""",120 lbs (54 kg),"Batwing  #23(October, 2013)","October, 2013",2013,66,120,Elaine Marsh-Morton,Prime Earth
101,http://dc.wikia.com/wiki/Etienne_Guiborg_(Prime_Earth),Male,"5' 6""",120 lbs (54 kg),"Nightwing Vol 3  #17(April, 2013)","April, 2013",2013,66,120,Etienne Guiborg,Prime Earth
102,http://dc.wikia.com/wiki/Gabrielle_Doe_(New_Earth),Female,"5' 7""",120 lbs (54 kg),"Brave and the Bold  #200(July, 1983)","July, 1983",1983,67,120,Gabrielle Doe,New Earth
103,http://dc.wikia.com/wiki/Holly_Granger_(New_Earth),Female,"5' 4""",120 lbs (54 kg),"Teen Titans Vol 3  #22(May, 2005)","May, 2005",2005,64,120,Holly Granger,New Earth
104,http://dc.wikia.com/wiki/Imra_Ardeen_(Earth-Prime),Female,"5' 7""",120 lbs (54 kg),"Teen Titans/Legion Special  #1(November, 2004)","November, 2004",2004,67,120,Imra Ardeen,Earth-Prime
105,http://dc.wikia.com/wiki/Imra_Ardeen_(Post-Zero_Hour),Female,"5' 7""",120 lbs (54 kg),"Legion of Super-Heroes Vol 4  #0(October, 1994)","October, 1994",1994,67,120,Imra Ardeen,Post-Zero Hour
106,http://dc.wikia.com/wiki/Iolande_(New_Earth),Female,"5' 10""",120 lbs (54 kg),"Green Lantern Corps Vol 2  #1(August, 2006)","August, 2006",2006,70,120,Iolande,New Earth
107,http://dc.wikia.com/wiki/Jennifer_Sparks_(Wildstorm_Universe),Female,"5' 6""",120 lbs (54 kg),"StormWatch  #37(July, 1996)","July, 1996",1996,66,120,Jennifer Sparks,Wildstorm Universe
108,http://dc.wikia.com/wiki/John_Cooper_Hawksmoor_(Wildstorm_Universe),Male,"5' 9""",120 lbs (54 kg),"StormWatch  #37(July, 1996)","July, 1996",1996,69,120,John Cooper Hawksmoor,Wildstorm Universe
109,http://dc.wikia.com/wiki/Kara_Zor-El_(Prime_Earth),Female,"5' 5""",120 lbs (54 kg),"Flashpoint Vol 2  #5(October, 2011)","October, 2011",2011,65,120,Kara Zor-El,Prime Earth
110,http://dc.wikia.com/wiki/Lady_Emerald_(New_Earth),Female,"5' 7""",120 lbs (54 kg),"Amethyst, Princess of Gemworld  #1(May, 1983)","May, 1983",1983,67,120,Lady Emerald,New Earth
111,http://dc.wikia.com/wiki/Lana_Lang_(New_Earth),Female,"5' 7""",120 lbs (54 kg),"The Man of Steel  #1(October, 1986)","October, 1986",1986,67,120,Lana Lang,New Earth
112,http://dc.wikia.com/wiki/User:Leader_Vladimir/Lois_Lane_(Prime_Earth),Female,"5' 7""",120 lbs (54 kg),"Action Comics  #1(June, 1938)","June, 1938",1938,67,120,User:Leader Vladimir/Lois Lane,Prime Earth
113,http://dc.wikia.com/wiki/Linda_Park_(New_Earth),Female,"5' 6""",120 lbs (54 kg),"Flash Vol 2  #28(July, 1989)","July, 1989",1989,66,120,Linda Park,New Earth
114,http://dc.wikia.com/wiki/Lois_Lane_(Prime_Earth),Female,"5' 7""",120 lbs (54 kg),"Action Comics Vol 2  #1(November, 2011)","November, 2011",2011,67,120,Lois Lane,Prime Earth
115,http://dc.wikia.com/wiki/Lois_Lane_(Smallville),Female,"5' 6""",120 lbs (54 kg),"""Crusade""(September, 2004)","September, 2004",2004,66,120,Lois Lane,Smallville
116,"http://dc.wikia.com/wiki/Lois_Lane_(Superman,_Inc.)",Female,"5' 7""",120 lbs (54 kg),"Superman, Inc.(November, 1999)","November, 1999",1999,67,120,Lois Lane,"Superman, Inc."
117,http://dc.wikia.com/wiki/Margaret_Pye_(New_Earth),Female,"5' 7""",120 lbs (54 kg),"The Man of Steel  #3(November, 1986)","November, 1986",1986,67,120,Margaret Pye,New Earth
118,http://dc.wikia.com/wiki/Mary_Batson_(Earth-S),Female,"5' 6""",120 lbs (54 kg),"Captain Marvel Adventures  #18(December, 1942)","December, 1942",1942,66,120,Mary Batson,Earth-S
119,http://dc.wikia.com/wiki/Mary_Elizabeth_Kane_(New_Earth),Female,"5' 6""",120 lbs (54 kg),Secret Origins Annual Vol 2  #3(1989),1989,1989,66,120,Mary Elizabeth Kane,New Earth
120,http://dc.wikia.com/wiki/Mary_Elizabeth_Kane_(Prime_Earth),Female,"5' 6""",120 lbs (54 kg),"Batwoman Vol 2  #1(November, 2011)","November, 2011",2011,66,120,Mary Elizabeth Kane,Prime Earth
121,http://dc.wikia.com/wiki/Mary_Maxwell_(Just_Imagine),Female,"5' 7""",120 lbs (54 kg),"Just Imagine: Flash  #1(January, 2002)","January, 2002",2002,67,120,Mary Maxwell,Just Imagine
122,http://dc.wikia.com/wiki/Molly_Mayne_(New_Earth),Female,"5' 7""",120 lbs (54 kg),"All-American Comics  #89(September, 1947)","September, 1947",1947,67,120,Molly Mayne,New Earth
123,http://dc.wikia.com/wiki/Nura_Nal_(Earth-Prime),Female,"5' 5""",120 lbs (54 kg),"Teen Titans/Legion Special  #1(November, 2004)","November, 2004",2004,65,120,Nura Nal,Earth-Prime
124,http://dc.wikia.com/wiki/Patricia_Trayce_(New_Earth),Female,"5' 9""",120 lbs (54 kg),"Deathstroke the Terminator  #6(January, 1992)","January, 1992",1992,69,120,Patricia Trayce,New Earth
125,http://dc.wikia.com/wiki/Pippi_Giovanni_(Prime_Earth),Female,"5' 3""",120 lbs (54 kg),"Batwing  #26(February, 2014)","February, 2014",2014,63,120,Pippi Giovanni,Prime Earth
126,http://dc.wikia.com/wiki/Pirate_Blue_(Impact),Female,"5' 9""",120 lbs (54 kg),"Black Hood  #1(December, 1991)","December, 1991",1991,69,120,Pirate Blue,Impact
127,http://dc.wikia.com/wiki/Ruth_Spencer_(New_Earth),Female,"5' 4""",120 lbs (54 kg),"Hawk and Dove Vol 3  #8(January, 1990)","January, 1990",1990,64,120,Ruth Spencer,New Earth
128,http://dc.wikia.com/wiki/Salu_Digby_(Post-Zero_Hour),Female,"5' 6""",120 lbs (54 kg),"Legion of Super-Heroes Vol 4  #66(March, 1995)","March, 1995",1995,66,120,Salu Digby,Post-Zero Hour
129,http://dc.wikia.com/wiki/Salu_Digby_(SW6),Female,"5' 6"" (variable)",120 lbs (54 kg),"Legion of Super-Heroes Vol 4  #24(December, 1991)","December, 1991",1991,66,120,Salu Digby,SW6
130,http://dc.wikia.com/wiki/Sarah_Charles_(New_Earth),Female,"5' 5""",120 lbs (54 kg),"Tales of the Teen Titans  #57(September, 1985)","September, 1985",1985,65,120,Sarah Charles,New Earth
131,http://dc.wikia.com/wiki/Selina_Kyle_(Earth-Two),Female,"5' 7""",120 lbs (54 kg),"Batman  #1(June, 1940)","June, 1940",1940,67,120,Selina Kyle,Earth-Two
