,link,gender,height,weight,firstAppearance,firstAppearanceDate,yearFirstAppeared,heightInInches,weightInPounds,name,universe
18,http://marvel.wikia.com/wiki/Doreen_Green_(Earth-TRN012),Female,"5' 3""",100 lbs (45 kg),"Marvel Future Fight(April 30, 2015)","April 30, 2015",2015,63,100,Doreen Green,Earth-TRN012
19,http://marvel.wikia.com/wiki/Flavius_Scollio_(Earth-616),Male,"6' 4""",100 lbs (45 kg),"Fantastic Four  #241(April, 1982)","April, 1982",1982,76,100,Flavius Scollio,Earth-616
20,http://marvel.wikia.com/wiki/Franklin_Richards_(Earth-616),Male,"4' 8""",100 lbs (45 kg),"Fantastic Four Annual  #6(November, 1968)","November, 1968",1968,56,100,Franklin Richards,Earth-616
21,http://marvel.wikia.com/wiki/Joan_the_Mouse_(Earth-616),Female,"5' 4""",100 lbs (45 kg),"Punisher Vol 5  #1(April, 2000)","April, 2000",2000,64,100,Joan the Mouse,Earth-616
22,http://marvel.wikia.com/wiki/Katherine_Pryde_(Earth-1610),Female,"5' 5"" (Variable)",100 lbs (45 kg) (Variable),"Ultimate X-Men  #21(October, 2002)","October, 2002",2002,65,100,Katherine Pryde,Earth-1610
23,http://marvel.wikia.com/wiki/Kathy_Malper_(Earth-616),Female,"5' 8""",100 lbs (45 kg),"Daredevil  #299(December, 1991)","December, 1991",1991,68,100,Kathy Malper,Earth-616
24,http://marvel.wikia.com/wiki/Kevin_Green_(Earth-93060),Male,"5' 4"" (Kevin);7'6"" Variable (Prime)",100 lbs (45 kg) (Kevin);700 lbs (375 kg) (Prime),"Prime  #1(June, 1993)","June, 1993",1993,64,100,Kevin Green,Earth-93060
25,http://marvel.wikia.com/wiki/Kevin_Green_(Earth-TRN161),Male,"5' 4"" (Kevin);7'6"" Variable (Prime)",100 lbs (45 kg) (Kevin);700 lbs (375 kg) (Prime),"Prime/Captain America  #1(March, 1996)","March, 1996",1996,64,100,Kevin Green,Earth-TRN161
26,http://marvel.wikia.com/wiki/Mana_Yanowa_(Earth-616),Female,"5' 2""",100 lbs (45 kg),"Wolverine Soultaker  #2(May, 2005)","May, 2005",2005,62,100,Mana Yanowa,Earth-616
27,http://marvel.wikia.com/wiki/Marandi_Sjorokker_(Earth-616),Female,"5' 0""",100 lbs (45 kg),"Marvel Graphic Novel  #22(August, 1986)","August, 1986",1986,60,100,Marandi Sjorokker,Earth-616
28,http://marvel.wikia.com/wiki/Mariko_Yashida_(Earth-616),Female,"5' 0""",100 lbs (45 kg),"X-Men  #118(February, 1979) (As Mariko Yashida)Old Man Logan Vol 2  #31(January, 2018)(As Scarlet Samurai)","January, 2018",2018,60,100,Mariko Yashida,Earth-616
29,http://marvel.wikia.com/wiki/Megan_Daemon_(Earth-616),Female,"5' 4""",100 lbs (45 kg),"Bizarre Adventures  #25(March, 1981)","March, 1981",1981,64,100,Megan Daemon,Earth-616
30,http://marvel.wikia.com/wiki/Pandora_Destine_(Earth-616),Female,"5' 0""",100 lbs (45 kg),"Marvel Comics Presents  #158(July, 1994)","July, 1994",1994,60,100,Pandora Destine,Earth-616
31,http://marvel.wikia.com/wiki/Rebecca_Blake_(Earth-616),Female,"5' 4""",100 lbs (45 kg),"Daredevil  #155(November, 1978)","November, 1978",1978,64,100,Rebecca Blake,Earth-616
32,http://marvel.wikia.com/wiki/Rina_Patel_(Earth-616),Female,"5' 4""",100 lbs (45 kg),"New Warriors  #59(May, 1995)","May, 1995",1995,64,100,Rina Patel,Earth-616
33,http://marvel.wikia.com/wiki/Riri_Williams_(Earth-616),Female,"5' 2"" ; 5'9"" (armored)",100 lbs (45 kg) ; 250lbs (armored),"Invincible Iron Man Vol 3  #7(May, 2016) (As Riri Williams)Invincible Iron Man Vol 4  #3(March, 2017)(As Ironheart)","March, 2017",2017,62,100,Riri Williams,Earth-616
34,http://marvel.wikia.com/wiki/River_Verys_(Earth-616),Male,"7' 9"" (as Tendril), 5'6"" (as Verys)","100 lbs (45 kg) (as Tendril), 160 lbs (as Verys)","Spider-Man: The Final Adventure  #1(December, 1995)","December, 1995",1995,93,100,River Verys,Earth-616
35,http://marvel.wikia.com/wiki/Scintilla_(Earth-616),Female,"5' 1""",100 lbs (45 kg),"X-Men  #107(October, 1977)","October, 1977",1977,61,100,Scintilla,Earth-616
36,http://marvel.wikia.com/wiki/Tath_Ki_(Earth-616),Male,"5' 0""",100 lbs (45 kg),"Captain America's Bicentennial Battles  #1(June, 1976)","June, 1976",1976,60,100,Tath Ki,Earth-616
37,http://marvel.wikia.com/wiki/Topaz_(Earth-616),Female,"5' 3""",100 lbs (45 kg),"Werewolf by Night  #13(January, 1974)","January, 1974",1974,63,100,Topaz,Earth-616
38,http://marvel.wikia.com/wiki/Zoe_Culloden_(Earth-616),Female,"5' 7""",100 lbs (45 kg),"Wolverine Vol 2  #79(March, 1994)","March, 1994",1994,67,100,Zoe Culloden,Earth-616
39,http://marvel.wikia.com/wiki/Benjamin_Grimm_(Earth-121698),Male,"5' 9""",1000 lbs (454 kg),"Fantastic Four (2005 film)(July 8, 2005)","July 8, 2005",2005,69,100,Benjamin Grimm,Earth-121698
40,http://marvel.wikia.com/wiki/Bi-Beast_(Earth-14042),Male,"20' 0""",1000 lbs (454 kg),"""Tony's Waking Warning""(February, 2015)","February, 2015",2015,0,100,Bi-Beast,Earth-14042
41,http://marvel.wikia.com/wiki/Bi-Beast_(Earth-616),Male,"20' 0"" (formerly); 7'6"" (now)",1000 lbs (454 kg) (formerly); 360 lbs (now),"Incredible Hulk  #169(November, 1973)","November, 1973",1973,0,100,Bi-Beast,Earth-616
42,http://marvel.wikia.com/wiki/Interloper_(Earth-616),Male,"8' 0""",1000 lbs (454 kg),"Defenders  #147(September, 1985)","September, 1985",1985,96,100,Interloper,Earth-616
43,http://marvel.wikia.com/wiki/John_Proudstar_(Earth-1100),Male,"6' 2""",1000 lbs (454 kg),"Exiles  #1(August, 2001)","August, 2001",2001,74,100,John Proudstar,Earth-1100
44,http://marvel.wikia.com/wiki/Praxagora_(Earth-616),Female,"5' 4""",1000 lbs (454 kg),"Annihilation: Super-Skrull  #2(July, 2006)","July, 2006",2006,64,100,Praxagora,Earth-616
45,http://marvel.wikia.com/wiki/Atrocity_(Earth-TRN199),Male,"14' 0""",10000 lbs (4536 kg),"Spider-Man: Edge of Time(October 04, 2011)","October 04, 2011",2011,48,100,Atrocity,Earth-TRN199
46,http://marvel.wikia.com/wiki/Shaper_of_Worlds_(Earth-616),Male,"18' 0""",10000 lbs (4536 kg),"Incredible Hulk  #155(September, 1972)","September, 1972",1972,96,100,Shaper of Worlds,Earth-616
47,http://marvel.wikia.com/wiki/Slorioth_(Earth-616),Male,"84' 0"" (Variable)",1000000 lbs (453593 kg) (Variable),"Secret Defenders  #24(February, 1995)","February, 1995",1995,48,100,Slorioth,Earth-616
48,http://marvel.wikia.com/wiki/Charlotte_Morales-Stacy_(Earth-8),Female,"5' 3""",101 lbs (46 kg),"Spider-Gwen Vol 2  #18(May, 2017)","May, 2017",2017,63,101,Charlotte Morales-Stacy,Earth-8
49,http://marvel.wikia.com/wiki/Dead_Girl_(Moonbeam)_(Earth-616),Female,"5' 8""",101 lbs (46 kg),"X-Force  #125(April, 2002)","April, 2002",2002,68,101,Dead Girl (Moonbeam),Earth-616
50,http://marvel.wikia.com/wiki/Gwendolyne_Stacy_(Clone)_(Earth-1610),Female,"5' 7"" (as Gwen) Variable, (as Carnage)","101 lbs (46 kg) (as Gwen) Variable, (as Carnage)","Ultimate Spider-Man  #98(October, 2006)","October, 2006",2006,67,101,Gwendolyne Stacy (Clone),Earth-1610
51,http://marvel.wikia.com/wiki/Gwendolyne_Stacy_(Earth-1610),Female,"5' 6""",101 lbs (46 kg),"Ultimate Spider-Man  #14(December, 2001)","December, 2001",2001,66,101,Gwendolyne Stacy,Earth-1610
52,http://marvel.wikia.com/wiki/Margaret_Carter_(Earth-616),Female,"5' 5""",101 lbs (46 kg),"Tales of Suspense  #75(March, 1966) (Unidentified, obscured memory image); Tales of Suspense  #77(May, 1966)(fully seen); Captain America  #162(June, 1973)(identified)","June, 1973",1973,65,101,Margaret Carter,Earth-616
53,http://marvel.wikia.com/wiki/Number_Nine_(Earth-616),Female,"5' 8""",101 lbs (46 kg),"Daredevil  #271(October, 1989)","October, 1989",1989,68,101,Number Nine,Earth-616
54,http://marvel.wikia.com/wiki/Suwan_(Earth-616),Female,"5' 1""",101 lbs (46 kg),"Yellow Claw  #1(October, 1956)","October, 1956",1956,61,101,Suwan,Earth-616
55,http://marvel.wikia.com/wiki/Val_Ventura_(Earth-616),Male,"5' 2"" (Variable)",101 lbs (46 kg),"West Coast Avengers Vol 2  #46(July, 1989)","July, 1989",1989,62,101,Val Ventura,Earth-616
56,http://marvel.wikia.com/wiki/Chantal_Stone_(Earth-616),Female,"4' 2""",102 lbs (46 kg),"Amazing Spider-Man Vol 2  #1(January, 1999)","January, 1999",1999,50,102,Chantal Stone,Earth-616
57,http://marvel.wikia.com/wiki/Nico_Minoru_(Earth-12131),Female,"5' 4""",102 lbs (46 kg),"Marvel: Avengers Alliance(March 1, 2012)","March 1, 2012",2012,64,102,Nico Minoru,Earth-12131
58,http://marvel.wikia.com/wiki/Nico_Minoru_(Earth-616),Female,"5' 4""",102 lbs (46 kg),"Runaways  #1(July, 2003)","July, 2003",2003,64,102,Nico Minoru,Earth-616
59,http://marvel.wikia.com/wiki/Nico_Minoru_(Earth-TRN012),Female,"5' 4""",102 lbs (46 kg),"Marvel Future Fight(April 30, 2015)","April 30, 2015",2015,64,102,Nico Minoru,Earth-TRN012
60,http://marvel.wikia.com/wiki/Vidar_Odinson_(Earth-616),Male,"10' 0""",1022 lbs (464 kg),"Thor Annual  #12(December, 1984)","December, 1984",1984,0,102,Vidar Odinson,Earth-616
61,http://marvel.wikia.com/wiki/Katherine_Ling_(Earth-148611),Female,"5' 3""",103 lbs (47 kg),"Psi-Force  #1(November, 1986)","November, 1986",1986,63,103,Katherine Ling,Earth-148611
62,http://marvel.wikia.com/wiki/Kristoff_Vernard_(Earth-616),Male,"4' 11"" (6'7"" in Armor)",103 lbs (47 kg),"Fantastic Four  #247(October, 1982)","October, 1982",1982,59,103,Kristoff Vernard,Earth-616
63,http://marvel.wikia.com/wiki/Phyla-Vell_(Earth-616),Female,"5' 9""",103 lbs (47 kg),"Captain Marvel Vol 5  #16(January, 2004) (as Phyla-Vell)Captain Marvel Vol 5  #19(March, 2004)(as Captain Marvel)Annihilation: Conquest - Quasar  #1(September, 2007)(as Quasar)Guardians of the Galaxy Vol 2  #12(May, 2009)(as Martyr)","May, 2009",2009,69,103,Phyla-Vell,Earth-616
64,http://marvel.wikia.com/wiki/Fritz_von_Meyer_(Earth-616),Male,"6' 5"" (Variable)",104 lbs (47 kg) (Variable; Originally 210 lbs),"Champions  #14(July, 1977)","July, 1977",1977,77,104,Fritz von Meyer,Earth-616
65,http://marvel.wikia.com/wiki/Greenskyn_Smashtroll_(Eurth)_(Earth-616),Male,"7' 0""",1040 lbs (472 kg),"Avataars: Covenant of the Shield  #1(September, 2000)","September, 2000",2000,84,104,Greenskyn Smashtroll (Eurth),Earth-616
66,http://marvel.wikia.com/wiki/Alexander_Woolcot_(Earth-616),Male,"5' 2""",105 lbs (48 kg),"Peter Parker, The Spectacular Spider-Man  #112(March, 1986)","March, 1986",1986,62,105,Alexander Woolcot,Earth-616
67,http://marvel.wikia.com/wiki/Angela_Salazar_(Earth-93060),Female,"5' 2""",105 lbs (48 kg),"Freex  #1(July, 1993)","July, 1993",1993,62,105,Angela Salazar,Earth-93060
68,http://marvel.wikia.com/wiki/Barker_(Dog)_(Earth-616),Male,"2' 2""",105 lbs (48 kg),"Peter Parker: Spider-Man Vol 2  #30(June, 2001)","June, 2001",2001,26,105,Barker (Dog),Earth-616
69,http://marvel.wikia.com/wiki/Blaquesmith_(Earth-12201),Male,"5' 3""",105 lbs (48 kg),"Avengers: X-Sanction  #1(February, 2012)","February, 2012",2012,63,105,Blaquesmith,Earth-12201
70,http://marvel.wikia.com/wiki/Blaquesmith_(Earth-4935),Male,"5' 3""",105 lbs (48 kg),"X-Men Prime  #1(July, 1995)","July, 1995",1995,63,105,Blaquesmith,Earth-4935
71,http://marvel.wikia.com/wiki/Celeste_Cuckoo_(Earth-616),Female,"5' 6""",105 lbs (48 kg),"New X-Men  #118(November, 2001)","November, 2001",2001,66,105,Celeste Cuckoo,Earth-616
72,http://marvel.wikia.com/wiki/Danielle_Moonstar_(Earth-295),Female,"5' 6""",105 lbs (48 kg),"X-Calibre  #1(March, 1995)","March, 1995",1995,66,105,Danielle Moonstar,Earth-295
73,http://marvel.wikia.com/wiki/Danielle_Moonstar_(Earth-58163),Female,"5' 6""",105 lbs (48 kg),"New X-Men Vol 2  #16(September, 2005)","September, 2005",2005,66,105,Danielle Moonstar,Earth-58163
74,http://marvel.wikia.com/wiki/Darlene_Magniconte_(Earth-148611),Female,"5' 8""",105 lbs (48 kg),"Kickers, Inc.  #1(November, 1986)","November, 1986",1986,68,105,Darlene Magniconte,Earth-148611
75,http://marvel.wikia.com/wiki/Esme_Cuckoo_(Earth-616),Female,"5' 6""",105 lbs (48 kg),"New X-Men  #118(November, 2001)","November, 2001",2001,66,105,Esme Cuckoo,Earth-616
76,http://marvel.wikia.com/wiki/Harley_Davis_(Earth-616),Female,"5' 4""",105 lbs (48 kg),"Motormouth  #1(June, 1992)","June, 1992",1992,64,105,Harley Davis,Earth-616
77,http://marvel.wikia.com/wiki/Irma_Cuckoo_(Earth-616),Female,"5' 6""",105 lbs (48 kg),"New X-Men  #118(November, 2001)","November, 2001",2001,66,105,Irma Cuckoo,Earth-616
78,http://marvel.wikia.com/wiki/Janet_van_Dyne_(Earth-1610),Female,"5' 3""",105 lbs (48 kg),"Ultimates  #2(April, 2002)","April, 2002",2002,63,105,Janet van Dyne,Earth-1610
79,http://marvel.wikia.com/wiki/Mary_Mitchell_(Earth-616),Female,"5' 8""",105 lbs (48 kg),"Sun Girl  #1(August, 1948)","August, 1948",1948,68,105,Mary Mitchell,Earth-616
80,http://marvel.wikia.com/wiki/Pavitr_Prabhakar_(Earth-50101),Male,"5' 5""",105 lbs (48 kg),"Spider-Man: India  #1(January, 2005)","January, 2005",2005,65,105,Pavitr Prabhakar,Earth-50101
81,http://marvel.wikia.com/wiki/Phoebe_Cuckoo_(Earth-616),Female,"5' 6""",105 lbs (48 kg),"New X-Men  #118(November, 2001)","November, 2001",2001,66,105,Phoebe Cuckoo,Earth-616
82,http://marvel.wikia.com/wiki/Rebecca_Ryan_(Earth-616),Female,"5' 5""",105 lbs (48 kg),"The Order Vol 2  #1(September, 2007)","September, 2007",2007,65,105,Rebecca Ryan,Earth-616
83,http://marvel.wikia.com/wiki/Saint_(Dog)_(Earth-616),Male,"2' 4"" (at shoulder)",105 lbs (48 kg),"Tomb of Dracula  #7(March, 1973)","March, 1973",1973,28,105,Saint (Dog),Earth-616
84,http://marvel.wikia.com/wiki/Shep_Gunderson_(Earth-616),Male,"3' 2"" (formerly 5'4"")",105 lbs (48 kg) (formerly 136 lbs),"Dark Reign: Sinister Spider-Man  #1(August, 2009)","August, 2009",2009,38,105,Shep Gunderson,Earth-616
85,http://marvel.wikia.com/wiki/Silhouette_Chord_(Earth-616),Female,"5' 6""",105 lbs (48 kg),"New Warriors  #2(August, 1990)","August, 1990",1990,66,105,Silhouette Chord,Earth-616
86,http://marvel.wikia.com/wiki/Sophie_Cuckoo_(Earth-616),Female,"5' 6""",105 lbs (48 kg),"New X-Men  #118(November, 2001)","November, 2001",2001,66,105,Sophie Cuckoo,Earth-616
87,http://marvel.wikia.com/wiki/Valeria_von_Doom_(Earth-99315),Female,"5' 4""",105 lbs (48 kg),"Fantastic Four Vol 3  #15(March, 1999)","March, 1999",1999,64,105,Valeria von Doom,Earth-99315
88,http://marvel.wikia.com/wiki/Aragorn_(Earth-12131),Male,"5' 5"" at withers",1050 lbs (476 kg),"Marvel: Avengers Alliance(March 1, 2012)","March 1, 2012",2012,65,105,Aragorn,Earth-12131
89,http://marvel.wikia.com/wiki/Aragorn_(Earth-34882),Male,"5' 5"" at withers",1050 lbs (476 kg),"What If?  #34(August, 1982)","August, 1982",1982,65,105,Aragorn,Earth-34882
90,http://marvel.wikia.com/wiki/Aragorn_(Earth-616),Male,"5' 5"" at withers",1050 lbs (476 kg),"Avengers  #48(January, 1968)","January, 1968",1968,65,105,Aragorn,Earth-616
91,http://marvel.wikia.com/wiki/Lincoln_Brickford_(Earth-616),Male,"6' 10""",1050 lbs (476 kg),"Incredible Hulk  #105(September, 1968)","September, 1968",1968,82,105,Lincoln Brickford,Earth-616
92,http://marvel.wikia.com/wiki/Anita_Blake_(Earth-97534),Female,"5' 3""",106 lbs (48 kg),"Anita Blake: Vampire Hunter - Guilty Pleasures  #1(October, 2006)","October, 2006",2006,63,106,Anita Blake,Earth-97534
93,http://marvel.wikia.com/wiki/Cassandra_Lang_(Earth-616),Female,"5' 4"" (Variable)",106 lbs (48 kg) (Variable),"Marvel Premiere  #47(April, 1979) (As Cassie Lang)Young Avengers  #6(September, 2005)(As Stature)Astonishing Ant-Man  #6(May, 2016)(As Stinger)","May, 2016",2016,64,106,Cassandra Lang,Earth-616
94,http://marvel.wikia.com/wiki/Hope_Summers_(Earth-616),Female,"5' 6""",106 lbs (48 kg),"X-Men Vol 2  #205(January, 2008)","January, 2008",2008,66,106,Hope Summers,Earth-616
95,http://marvel.wikia.com/wiki/Kelly_Kooliq_(Earth-616),Female,"5' 1""",106 lbs (48 kg),"Captain Marvel Vol 4  #4(April, 2000)","April, 2000",2000,61,106,Kelly Kooliq,Earth-616
96,http://marvel.wikia.com/wiki/Karl_Kort_(Earth-616),Male,"5' 0""",107 lbs (49 kg),"Fantastic Four  #12(March, 1963)","March, 1963",1963,60,107,Karl Kort,Earth-616
97,http://marvel.wikia.com/wiki/Nigel_Higgins_(Earth-616),Male,"5' 10""",108 lbs (49 kg),"Punisher Vol 2  #64(June, 1992)","June, 1992",1992,70,108,Nigel Higgins,Earth-616
98,http://marvel.wikia.com/wiki/Helen_Takahama_(Earth-616),Female,"5' 5""",109 lbs (49 kg),"Thunderbolts  #1(April, 1997)","April, 1997",1997,65,109,Helen Takahama,Earth-616
99,http://marvel.wikia.com/wiki/Josephine_Pulaski_(Earth-616),Female,"5' 2""",109 lbs (49 kg),"Amazing Fantasy  #17(January, 1996)","January, 1996",1996,62,109,Josephine Pulaski,Earth-616
100,http://marvel.wikia.com/wiki/Kimura_(Earth-616),Female,"5' 9""",109 lbs (49 kg),"New X-Men Vol 2  #31(December, 2006)","December, 2006",2006,69,109,Kimura,Earth-616
101,http://marvel.wikia.com/wiki/Nathaniel_Omen_(Earth-616),Male,"4' 11""",109 lbs (49 kg),"Incredible Hulk  #164(June, 1973)","June, 1973",1973,59,109,Nathaniel Omen,Earth-616
102,http://marvel.wikia.com/wiki/Otto_von_Schmittsder_(Earth-616),Male,"0' 11""",11 lbs (5 kg),"Adventures into Terror  #4(June, 1951)","June, 1951",1951,11,11,Otto von Schmittsder,Earth-616
103,http://marvel.wikia.com/wiki/Aireo_(Earth-616),Male,"5' 9""",110 lbs (50 kg),"Fantastic Four  #47(February, 1966)","February, 1966",1966,69,110,Aireo,Earth-616
104,http://marvel.wikia.com/wiki/Albert_Destine_(Earth-616),Male,"5' 4""",110 lbs (50 kg),"Clandestine  #1(October, 1994)","October, 1994",1994,64,110,Albert Destine,Earth-616
105,http://marvel.wikia.com/wiki/Alicia_Masters_(Earth-616),Female,"5' 4""",110 lbs (50 kg),"Fantastic Four  #8(November, 1962)","November, 1962",1962,64,110,Alicia Masters,Earth-616
106,http://marvel.wikia.com/wiki/Alicia_Masters_(Earth-9997),Female,"5' 4""",110 lbs (50 kg),"Earth X  #0(March, 1999)","March, 1999",1999,64,110,Alicia Masters,Earth-9997
107,http://marvel.wikia.com/wiki/Alison_Kane_(Earth-616),Female,"5' 6""",110 lbs (50 kg),"Shadow Riders  #1(June, 1993)","June, 1993",1993,66,110,Alison Kane,Earth-616
108,http://marvel.wikia.com/wiki/Alison_Mongrain_(Earth-616),Female,"5' 7""",110 lbs (50 kg),"The Spectacular Spider-Man  #240(November, 1996)","November, 1996",1996,67,110,Alison Mongrain,Earth-616
109,http://marvel.wikia.com/wiki/Ambrose_Meek_(Earth-616),Male,"5' 11""",110 lbs (50 kg),"Mystic Comics  #8(March, 1942)","March, 1942",1942,71,110,Ambrose Meek,Earth-616
110,http://marvel.wikia.com/wiki/Andrea_von_Strucker_(Clone)_(Earth-616),Female,"5' 9""",110 lbs (50 kg),"Thunderbolts  #122(September, 2008)","September, 2008",2008,69,110,Andrea von Strucker (Clone),Earth-616
111,http://marvel.wikia.com/wiki/Andrea_von_Strucker_(Earth-1610),Female,"5' 9""",110 lbs (50 kg),"Ultimate X-Men  #51(November, 2004)","November, 2004",2004,69,110,Andrea von Strucker,Earth-1610
112,http://marvel.wikia.com/wiki/Andrea_von_Strucker_(Earth-616),Female,"5' 9""",110 lbs (50 kg),"Uncanny X-Men  #194(June, 1985)","June, 1985",1985,69,110,Andrea von Strucker,Earth-616
113,http://marvel.wikia.com/wiki/Benedetta_Gaetani_(Earth-50701),Female,"5' 11""",110 lbs (50 kg),"Marvel Nemesis: The Imperfects  #2(August, 2005)","August, 2005",2005,71,110,Benedetta Gaetani,Earth-50701
114,http://marvel.wikia.com/wiki/Cassandra_Webb_(Earth-58163),Female,"5' 6""",110 lbs (50 kg),"House of M: Masters of Evil  #2(November, 2009)","November, 2009",2009,66,110,Cassandra Webb,Earth-58163
115,http://marvel.wikia.com/wiki/Cassandra_Webb_(Earth-616),Female,"5' 6""",110 lbs (50 kg),"Amazing Spider-Man  #210(November, 1980)","November, 1980",1980,66,110,Cassandra Webb,Earth-616
116,http://marvel.wikia.com/wiki/Cassandra_Webb_(Earth-TRN579),Female,"5' 6""",110 lbs (50 kg),"Spider-Man: Shattered Dimensions(September 7, 2010)","September 7, 2010",2010,66,110,Cassandra Webb,Earth-TRN579
117,http://marvel.wikia.com/wiki/Charlotte_Jones_(Earth-616),Female,"5' 7""",110 lbs (50 kg),"X-Factor  #51(February, 1990)","February, 1990",1990,67,110,Charlotte Jones,Earth-616
118,http://marvel.wikia.com/wiki/Crystalia_Amaquelin_(Earth-12131),Female,"5' 6""",110 lbs (50 kg),"Marvel: Avengers Alliance(March 1, 2012)","March 1, 2012",2012,66,110,Crystalia Amaquelin,Earth-12131
119,http://marvel.wikia.com/wiki/Crystalia_Amaquelin_(Earth-616),Female,"5' 6""",110 lbs (50 kg),"Fantastic Four  #45(December, 1965)","December, 1965",1965,66,110,Crystalia Amaquelin,Earth-616
120,http://marvel.wikia.com/wiki/Crystalia_Amaquelin_(Earth-TRN012),Female,"5' 6""",110 lbs (50 kg),"Marvel Future Fight(April 30, 2015)","April 30, 2015",2015,66,110,Crystalia Amaquelin,Earth-TRN012
121,http://marvel.wikia.com/wiki/Dei_Guan_(Earth-616),Male,"5' 1"" 20' (dragon form)",110 lbs (50 kg) 850 lbs (386 kg) (dragon form),"Alpha Flight  #59(June, 1988)","June, 1988",1988,61,110,Dei Guan,Earth-616
122,http://marvel.wikia.com/wiki/Doris_Evans_(Earth-616),Female,"5' 4""",110 lbs (50 kg),"Strange Tales  #113(October, 1963)","October, 1963",1963,64,110,Doris Evans,Earth-616
123,http://marvel.wikia.com/wiki/Doris_Evans_(Earth-98121),Female,"5' 4""",110 lbs (50 kg),"Spider-Man: Chapter One  #10(August, 1999)","August, 1999",1999,64,110,Doris Evans,Earth-98121
